"member_id","loan_amnt","funded_amnt","term","int_rate","emp_length","home_ownership","annual_inc","verification_status","loan_status","purpose","grade"
59177380,6500,6500,"36 months",13.99,"2 years","RENT",49500,"Source Verified","Current","debt_consolidation","C"
23683236,7500,7500,"36 months",12.49,"9 years","MORTGAGE",55500,"Not Verified","Current","debt_consolidation","B"
72279486,35000,35000,"60 months",12.59,"5 years","MORTGAGE",96940,"Source Verified","Issued","credit_card","C"
17422521,13250,13250,"60 months",19.47,"10+ years","MORTGAGE",47000,"Verified","Current","debt_consolidation","D"
64353608,25000,25000,"36 months",7.26,"6 years","RENT",91000,"Source Verified","Current","debt_consolidation","A"
11019002,28000,28000,"36 months",11.99,"10+ years","MORTGAGE",141000,"Source Verified","Current","debt_consolidation","B"
11071565,28000,28000,"36 months",7.62,"10+ years","MORTGAGE",225000,"Source Verified","Current","credit_card","A"
70224539,2000,2000,"36 months",12.59,"10+ years","MORTGAGE",90000,"Verified","Current","debt_consolidation","C"
1108960,35000,35000,"60 months",19.03,"n/a","MORTGAGE",192000,"Verified","Fully Paid","home_improvement","E"
41423989,10000,10000,"36 months",13.66,"2 years","RENT",30325,"Verified","Current","credit_card","C"
58953251,8000,8000,"36 months",7.89,"10+ years","MORTGAGE",85000,"Source Verified","Current","debt_consolidation","A"
38388902,10000,10000,"36 months",15.59,"2 years","RENT",37000,"Verified","Current","debt_consolidation","D"
47032241,18000,18000,"36 months",12.29,"10+ years","MORTGAGE",120000,"Source Verified","Current","debt_consolidation","C"
46252738,35000,35000,"36 months",17.86,"5 years","MORTGAGE",180000,"Verified","In Grace Period","other","D"
38840772,20000,20000,"36 months",10.49,"9 years","MORTGAGE",65000,"Source Verified","Current","credit_card","B"
13319445,22000,22000,"60 months",17.57,"10+ years","MORTGAGE",1e+05,"Source Verified","Fully Paid","other","D"
54856106,2000,2000,"36 months",15.61,"< 1 year","MORTGAGE",25000,"Not Verified","Current","other","D"
63060364,10000,10000,"36 months",10.99,"10+ years","OWN",30000,"Source Verified","Current","credit_card","B"
50347130,11175,11175,"36 months",9.99,"2 years","MORTGAGE",44000,"Source Verified","Current","debt_consolidation","B"
7860377,7700,7700,"36 months",13.68,"10+ years","MORTGAGE",40295,"Verified","Charged Off","debt_consolidation","C"
14421123,25150,25150,"36 months",15.61,"6 years","MORTGAGE",60000,"Source Verified","Current","debt_consolidation","C"
3736808,6000,6000,"36 months",14.33,"4 years","RENT",21000,"Verified","Fully Paid","car","C"
24374345,15500,15500,"36 months",11.67,"5 years","RENT",74000,"Not Verified","Fully Paid","debt_consolidation","B"
49757886,24000,24000,"36 months",13.99,"5 years","MORTGAGE",80000,"Source Verified","Current","debt_consolidation","C"
55577864,20000,20000,"60 months",13.99,"1 year","RENT",54000,"Source Verified","Current","debt_consolidation","C"
8713271,2300,2300,"36 months",18.85,"10+ years","RENT",48000,"Not Verified","Current","other","D"
6030123,6950,6950,"36 months",18.75,"< 1 year","RENT",25000,"Not Verified","Current","other","D"
60829570,13600,13600,"36 months",12.69,"6 years","RENT",30000,"Source Verified","Current","debt_consolidation","C"
63058446,25000,25000,"60 months",14.65,"5 years","RENT",94016,"Verified","Current","debt_consolidation","C"
8104522,20000,20000,"60 months",15.88,"10+ years","MORTGAGE",67000,"Verified","Current","debt_consolidation","C"
71267631,28350,28350,"60 months",18.2,"1 year","MORTGAGE",70000,"Not Verified","Current","debt_consolidation","E"
15189509,15000,15000,"36 months",10.99,"< 1 year","OWN",65000,"Source Verified","Fully Paid","debt_consolidation","B"
10337311,5750,5750,"36 months",12.99,"2 years","MORTGAGE",42000,"Verified","Current","credit_card","B"
31095862,20475,20475,"36 months",13.98,"10+ years","MORTGAGE",205000,"Verified","Current","credit_card","C"
9379962,10000,10000,"60 months",16.2,"10+ years","MORTGAGE",78000,"Source Verified","Current","debt_consolidation","C"
55926000,31200,31200,"60 months",14.65,"2 years","MORTGAGE",94000,"Verified","Current","debt_consolidation","C"
18434360,15000,15000,"60 months",10.15,"1 year","RENT",75000,"Source Verified","Current","credit_card","B"
54016035,15000,15000,"36 months",12.69,"10+ years","RENT",67000,"Source Verified","Current","debt_consolidation","C"
21260049,16800,16800,"60 months",16.99,"10+ years","MORTGAGE",57000,"Source Verified","Current","home_improvement","D"
4584667,3075,3075,"36 months",21.49,"n/a","RENT",15264,"Verified","Fully Paid","debt_consolidation","E"
1519956,30000,30000,"36 months",18.55,"3 years","RENT",145000,"Verified","Fully Paid","debt_consolidation","D"
965986,35000,35000,"36 months",15.62,"5 years","MORTGAGE",175000,"Source Verified","Fully Paid","debt_consolidation","D"
41234267,10000,10000,"36 months",12.39,"10+ years","RENT",79973,"Source Verified","Fully Paid","credit_card","C"
48911950,28000,28000,"60 months",10.99,"10+ years","MORTGAGE",115000,"Source Verified","Current","credit_card","B"
7861116,14000,14000,"36 months",18.85,"10+ years","RENT",90000,"Verified","Fully Paid","debt_consolidation","D"
56812494,7000,7000,"36 months",10.99,"10+ years","MORTGAGE",82234,"Not Verified","Current","credit_card","B"
72280745,25600,25600,"36 months",9.76,"5 years","MORTGAGE",79000,"Source Verified","Current","debt_consolidation","B"
1098284,4050,4050,"36 months",7.51,"10+ years","MORTGAGE",75000,"Not Verified","Charged Off","credit_card","A"
63920530,10000,10000,"36 months",7.89,"7 years","MORTGAGE",80000,"Source Verified","Current","credit_card","A"
515975,10000,10000,"36 months",11.14,"< 1 year","MORTGAGE",98400,"Not Verified","Fully Paid","credit_card","B"
14948481,7200,7200,"36 months",14.16,"10+ years","MORTGAGE",75000,"Not Verified","Late (31-120 days)","credit_card","C"
4223490,8000,8000,"36 months",11.99,"2 years","RENT",1e+05,"Not Verified","Current","debt_consolidation","B"
10429751,10800,10800,"36 months",17.76,"< 1 year","MORTGAGE",40000,"Source Verified","Current","debt_consolidation","D"
70306742,11350,11350,"36 months",7.89,"1 year","RENT",75000,"Verified","Current","debt_consolidation","A"
64372321,5000,5000,"36 months",6.24,"1 year","MORTGAGE",60000,"Not Verified","Current","debt_consolidation","A"
8092250,30000,30000,"36 months",17.76,"2 years","RENT",160000,"Verified","Fully Paid","home_improvement","D"
73264602,35000,35000,"60 months",11.48,"< 1 year","MORTGAGE",90000,"Verified","Issued","debt_consolidation","B"
50439215,25000,25000,"60 months",10.99,"2 years","OWN",80000,"Source Verified","Current","debt_consolidation","B"
54228879,7200,7200,"36 months",16.99,"7 years","OWN",80100,"Verified","Current","other","D"
10417079,20000,20000,"36 months",11.99,"4 years","MORTGAGE",56000,"Source Verified","Current","credit_card","B"
42523671,10000,10000,"36 months",8.19,"8 years","MORTGAGE",2e+05,"Verified","Current","debt_consolidation","A"
67059554,5000,5000,"36 months",6.24,"3 years","RENT",57980,"Source Verified","Current","car","A"
14809035,12000,12000,"60 months",17.57,"10+ years","MORTGAGE",50000,"Source Verified","Fully Paid","debt_consolidation","D"
9319032,16450,16450,"36 months",19.52,"3 years","MORTGAGE",42000,"Verified","Charged Off","small_business","D"
41402460,21000,21000,"36 months",6.49,"1 year","OWN",80000,"Verified","Current","debt_consolidation","A"
18505252,30000,30000,"36 months",16.99,"4 years","RENT",75000,"Verified","Current","debt_consolidation","D"
2827272,8325,8325,"36 months",18.49,"< 1 year","RENT",24000,"Not Verified","Fully Paid","home_improvement","D"
3869054,20000,20000,"36 months",14.09,"2 years","RENT",128000,"Source Verified","Current","debt_consolidation","B"
62089268,9600,9600,"36 months",6.24,"5 years","RENT",88000,"Not Verified","Current","debt_consolidation","A"
395619,7000,7000,"36 months",8,"3 years","MORTGAGE",96713.32,"Not Verified","Fully Paid","major_purchase","A"
42832612,4200,4200,"36 months",8.67,"4 years","MORTGAGE",214835,"Verified","Current","other","B"
55386331,4000,4000,"36 months",8.18,"6 years","MORTGAGE",50000,"Source Verified","Current","debt_consolidation","B"
27119261,18400,18400,"36 months",11.67,"10+ years","MORTGAGE",160000,"Not Verified","Current","credit_card","B"
7642477,35000,35000,"36 months",22.2,"10+ years","MORTGAGE",114000,"Source Verified","Late (31-120 days)","credit_card","E"
22039646,2000,2000,"36 months",15.61,"< 1 year","RENT",60000,"Not Verified","Fully Paid","debt_consolidation","D"
19727685,32750,32750,"60 months",19.52,"10+ years","RENT",78000,"Source Verified","Fully Paid","debt_consolidation","E"
1757469,10000,10000,"36 months",13.11,"2 years","RENT",39000,"Not Verified","Charged Off","debt_consolidation","B"
3863274,24575,24575,"60 months",17.27,"1 year","MORTGAGE",56000,"Verified","Charged Off","debt_consolidation","C"
64796414,7000,7000,"36 months",5.32,"10+ years","RENT",83000,"Not Verified","Fully Paid","debt_consolidation","A"
1700310,3500,3500,"36 months",12.12,"6 years","RENT",45000,"Not Verified","Fully Paid","debt_consolidation","B"
11941839,16000,16000,"36 months",6.03,"10+ years","MORTGAGE",105000,"Verified","Fully Paid","credit_card","A"
1369245,24000,24000,"60 months",10.65,"10+ years","MORTGAGE",47000,"Verified","Charged Off","medical","B"
2167522,20000,20000,"36 months",7.9,"9 years","MORTGAGE",60000,"Verified","Fully Paid","debt_consolidation","A"
1748679,4800,4800,"36 months",17.77,"8 years","RENT",104000,"Verified","Fully Paid","credit_card","D"
1761659,10000,10000,"36 months",12.12,"4 years","RENT",38000,"Source Verified","Fully Paid","debt_consolidation","B"
28200158,5000,5000,"36 months",18.24,"8 years","RENT",87000,"Source Verified","Current","other","D"
41086453,4200,4200,"36 months",15.99,"4 years","MORTGAGE",50000,"Not Verified","Current","debt_consolidation","D"
49818953,11625,11625,"36 months",16.99,"10+ years","RENT",39900,"Verified","Current","debt_consolidation","D"
14708267,6775,6775,"36 months",19.47,"5 years","RENT",20000,"Source Verified","Charged Off","debt_consolidation","D"
34080655,16000,16000,"36 months",12.99,"10+ years","MORTGAGE",145000,"Source Verified","Fully Paid","debt_consolidation","C"
4628533,28000,28000,"60 months",13.11,"10+ years","MORTGAGE",1e+05,"Verified","Current","debt_consolidation","B"
1794753,10000,10000,"36 months",12.12,"10+ years","RENT",42000,"Verified","Fully Paid","debt_consolidation","B"
3771319,16000,16000,"60 months",20.49,"10+ years","RENT",50000,"Source Verified","Current","debt_consolidation","E"
62239578,5000,5000,"36 months",8.18,"10+ years","MORTGAGE",190000,"Source Verified","Current","home_improvement","B"
9117910,15000,15000,"60 months",11.99,"10+ years","MORTGAGE",50000,"Source Verified","Charged Off","debt_consolidation","B"
53621985,35000,35000,"60 months",10.99,"10+ years","MORTGAGE",105600,"Verified","Current","credit_card","B"
42565990,10000,10000,"36 months",7.89,"3 years","OWN",52500,"Not Verified","Current","credit_card","A"
36996197,30000,30000,"36 months",20.99,"3 years","RENT",63000,"Verified","Current","debt_consolidation","E"
12657873,35000,35000,"60 months",21.18,"2 years","MORTGAGE",140000,"Verified","Fully Paid","debt_consolidation","E"
1638368,18000,18000,"60 months",13.11,"7 years","MORTGAGE",70000,"Verified","Charged Off","debt_consolidation","B"
8129140,17625,17625,"60 months",17.56,"5 years","RENT",40000,"Verified","Fully Paid","debt_consolidation","D"
69698305,6000,6000,"36 months",12.59,"8 years","MORTGAGE",85000,"Source Verified","Current","home_improvement","C"
57638593,4000,4000,"36 months",9.17,"10+ years","MORTGAGE",108000,"Not Verified","Current","debt_consolidation","B"
63029208,32000,32000,"60 months",16.55,"5 years","RENT",85000,"Source Verified","Current","credit_card","D"
17732378,20050,20050,"60 months",19.99,"4 years","RENT",105000,"Verified","Current","debt_consolidation","E"
31116123,6000,6000,"36 months",10.15,"8 years","RENT",64000,"Not Verified","Current","debt_consolidation","B"
41394213,6775,6775,"36 months",13.66,"10+ years","RENT",25000,"Source Verified","Current","debt_consolidation","C"
63870210,25000,25000,"60 months",9.99,"10+ years","RENT",56000,"Not Verified","Current","credit_card","B"
69323508,17000,17000,"36 months",6.24,"10+ years","MORTGAGE",70000,"Not Verified","Current","debt_consolidation","A"
71327760,25000,25000,"36 months",12.59,"4 years","MORTGAGE",550000,"Source Verified","Current","small_business","C"
16961444,7500,7500,"36 months",8.9,"7 years","MORTGAGE",55000,"Not Verified","Current","credit_card","A"
70000140,22575,22575,"60 months",17.57,"8 years","OWN",112000,"Verified","Current","debt_consolidation","D"
60869314,21000,21000,"36 months",11.53,"2 years","RENT",155000,"Source Verified","Current","debt_consolidation","B"
46766490,10000,10000,"60 months",15.61,"7 years","RENT",55000,"Verified","Current","debt_consolidation","D"
43315707,15000,15000,"36 months",8.67,"10+ years","OWN",63000,"Source Verified","Current","debt_consolidation","B"
22049581,16800,16800,"36 months",6.03,"7 years","MORTGAGE",72000,"Not Verified","Current","credit_card","A"
57639075,10000,10000,"60 months",8.18,"2 years","RENT",52000,"Source Verified","Current","credit_card","B"
64905555,8000,8000,"36 months",7.26,"9 years","RENT",31000,"Verified","Current","credit_card","A"
16000386,35000,35000,"60 months",18.92,"10+ years","MORTGAGE",106977.77,"Verified","Current","credit_card","D"
54635031,16300,16300,"60 months",18.55,"3 years","RENT",48000,"Verified","Current","debt_consolidation","E"
63198914,18000,18000,"60 months",14.65,"2 years","MORTGAGE",97000,"Source Verified","Current","debt_consolidation","C"
1965500,7000,7000,"36 months",14.3,"3 years","RENT",45000,"Not Verified","Fully Paid","credit_card","C"
10760081,26500,26500,"36 months",22.4,"2 years","OWN",60000,"Verified","Charged Off","debt_consolidation","E"
68800043,27600,27600,"60 months",17.86,"n/a","OWN",60000,"Not Verified","Current","home_improvement","D"
72499820,1000,1000,"36 months",9.17,"2 years","MORTGAGE",22280,"Source Verified","Fully Paid","credit_card","B"
63100590,12000,12000,"60 months",9.17,"10+ years","MORTGAGE",114000,"Source Verified","Current","debt_consolidation","B"
13618393,10225,10225,"60 months",19.22,"2 years","RENT",55000,"Source Verified","Late (31-120 days)","debt_consolidation","D"
54876526,8400,8400,"36 months",7.89,"< 1 year","MORTGAGE",30160,"Source Verified","In Grace Period","debt_consolidation","A"
22481103,16000,16000,"36 months",6.49,"4 years","MORTGAGE",73000,"Not Verified","Current","credit_card","A"
15019382,6000,6000,"36 months",12.49,"3 years","MORTGAGE",95000,"Source Verified","Current","home_improvement","B"
5327640,16375,16375,"60 months",15.8,"10+ years","RENT",130000,"Source Verified","Fully Paid","debt_consolidation","C"
62765195,10000,10000,"36 months",12.69,"10+ years","MORTGAGE",95000,"Verified","Current","debt_consolidation","C"
4585482,13250,13250,"60 months",21.98,"10+ years","MORTGAGE",60000,"Verified","Current","other","E"
38830399,15000,15000,"36 months",9.49,"8 years","MORTGAGE",114500,"Not Verified","Current","debt_consolidation","B"
67790961,16000,16000,"60 months",12.29,"10+ years","OWN",50000,"Not Verified","Current","debt_consolidation","C"
67430769,20000,20000,"36 months",9.17,"10+ years","MORTGAGE",105000,"Source Verified","Current","credit_card","B"
71306653,15000,15000,"60 months",18.49,"9 years","MORTGAGE",62400,"Verified","Current","home_improvement","E"
14689210,19200,19200,"60 months",23.43,"10+ years","OWN",54000,"Verified","Charged Off","debt_consolidation","F"
62079596,25000,25000,"36 months",7.89,"n/a","MORTGAGE",82000,"Verified","Current","credit_card","A"
11659215,12000,12000,"60 months",22.9,"3 years","MORTGAGE",60000,"Source Verified","Charged Off","debt_consolidation","E"
27920061,6000,6000,"36 months",12.49,"9 years","MORTGAGE",65000,"Not Verified","Current","credit_card","B"
4719377,19750,19750,"60 months",15.8,"< 1 year","MORTGAGE",45000,"Verified","Fully Paid","debt_consolidation","C"
60977189,10000,10000,"36 months",11.53,"10+ years","OWN",26000,"Source Verified","Current","debt_consolidation","B"
1724171,12000,12000,"36 months",18.75,"10+ years","MORTGAGE",110000,"Source Verified","Fully Paid","debt_consolidation","D"
20788405,6075,6075,"36 months",12.99,"10+ years","RENT",65990,"Source Verified","Fully Paid","debt_consolidation","C"
61587062,30000,30000,"36 months",9.17,"2 years","RENT",94100,"Source Verified","Current","debt_consolidation","B"
1372250,5000,5000,"36 months",14.27,"9 years","RENT",62500,"Source Verified","Fully Paid","debt_consolidation","C"
1583727,18200,18200,"36 months",13.11,"10+ years","RENT",37500,"Verified","Fully Paid","credit_card","B"
27729587,7000,7000,"36 months",8.39,"8 years","RENT",57000,"Source Verified","Current","debt_consolidation","A"
63078541,30000,30000,"60 months",17.57,"10+ years","MORTGAGE",85000,"Source Verified","Current","debt_consolidation","D"
44847041,5600,5600,"36 months",18.84,"4 years","RENT",27000,"Source Verified","Fully Paid","debt_consolidation","E"
67596771,1925,1925,"36 months",9.17,"5 years","OWN",28000,"Not Verified","Current","debt_consolidation","B"
45402467,18000,18000,"36 months",13.33,"2 years","MORTGAGE",45000,"Not Verified","Current","debt_consolidation","C"
15028687,34100,34100,"60 months",22.45,"10+ years","OWN",157000,"Source Verified","Fully Paid","debt_consolidation","E"
51231557,8000,8000,"36 months",12.69,"9 years","RENT",35000,"Source Verified","Current","debt_consolidation","C"
67860394,5000,5000,"36 months",11.53,"9 years","RENT",28000,"Verified","Current","credit_card","B"
14970007,24000,24000,"36 months",6.62,"10+ years","MORTGAGE",215000,"Verified","Current","home_improvement","A"
24775555,12175,12175,"60 months",13.35,"10+ years","MORTGAGE",35048,"Verified","Fully Paid","credit_card","C"
72827071,16000,16000,"60 months",17.57,"1 year","RENT",45000,"Verified","Current","credit_card","D"
47833985,15000,15000,"36 months",14.65,"n/a","MORTGAGE",66240,"Verified","Current","debt_consolidation","C"
64333298,10000,10000,"36 months",10.99,"2 years","OWN",44000,"Verified","Current","credit_card","B"
15459303,10000,10000,"60 months",17.57,"3 years","RENT",53000,"Verified","Current","debt_consolidation","D"
70091070,17600,17600,"60 months",16.99,"< 1 year","RENT",40000,"Verified","Current","debt_consolidation","D"
13218400,14000,14000,"60 months",15.61,"10+ years","MORTGAGE",53000,"Verified","Current","home_improvement","C"
15539799,9000,9000,"36 months",7.9,"7 years","MORTGAGE",39000,"Source Verified","Current","debt_consolidation","A"
14509184,14400,14400,"36 months",12.49,"2 years","RENT",88000,"Not Verified","Charged Off","debt_consolidation","B"
32277085,6000,6000,"36 months",13.98,"4 years","OWN",51900,"Not Verified","Fully Paid","debt_consolidation","C"
7029330,20000,20000,"36 months",13.11,"10+ years","MORTGAGE",85000,"Verified","Fully Paid","debt_consolidation","B"
70020984,10000,10000,"36 months",9.99,"4 years","RENT",44000,"Source Verified","Current","debt_consolidation","B"
49272737,18450,18450,"60 months",22.99,"< 1 year","OWN",41000,"Verified","Current","debt_consolidation","F"
8328541,11200,11200,"60 months",15.88,"3 years","MORTGAGE",52000,"Verified","Current","debt_consolidation","C"
72539155,25200,25200,"60 months",14.48,"6 years","MORTGAGE",60000,"Source Verified","Issued","home_improvement","C"
945322,17400,17400,"36 months",11.99,"7 years","RENT",82000,"Not Verified","Fully Paid","credit_card","B"
1607648,15000,15000,"36 months",15.31,"6 years","MORTGAGE",80000,"Not Verified","Fully Paid","other","C"
66979502,29000,29000,"36 months",14.65,"4 years","RENT",58000,"Verified","Current","debt_consolidation","C"
15110229,12000,12000,"60 months",15.31,"3 years","MORTGAGE",92000,"Not Verified","Fully Paid","debt_consolidation","C"
44196601,27000,27000,"60 months",17.86,"3 years","MORTGAGE",72329,"Verified","Current","debt_consolidation","D"
44195954,5000,5000,"36 months",11.53,"10+ years","MORTGAGE",45000,"Source Verified","Current","debt_consolidation","B"
59013264,3300,3300,"36 months",9.17,"10+ years","MORTGAGE",1e+05,"Source Verified","Current","home_improvement","B"
999416,10000,10000,"36 months",18.39,"10+ years","MORTGAGE",48960,"Source Verified","Fully Paid","debt_consolidation","E"
57973871,12600,12600,"36 months",19.19,"10+ years","MORTGAGE",35000,"Source Verified","Fully Paid","debt_consolidation","E"
3467096,20000,20000,"60 months",8.9,"10+ years","MORTGAGE",110000,"Source Verified","Fully Paid","debt_consolidation","A"
45411877,10000,10000,"60 months",18.84,"10+ years","MORTGAGE",47700,"Source Verified","Charged Off","debt_consolidation","E"
13308124,7100,7100,"36 months",16.24,"8 years","MORTGAGE",75000,"Verified","Fully Paid","debt_consolidation","C"
3777781,12800,12800,"36 months",15.31,"8 years","MORTGAGE",65000,"Source Verified","Fully Paid","debt_consolidation","C"
4421572,18000,18000,"60 months",23.63,"10+ years","MORTGAGE",130000,"Verified","Current","other","F"
43366111,14900,14900,"36 months",11.99,"3 years","OWN",73000,"Not Verified","Current","debt_consolidation","B"
14967767,5000,5000,"36 months",12.49,"10+ years","OWN",60000,"Source Verified","Current","credit_card","B"
47113049,25000,25000,"36 months",13.33,"n/a","RENT",65000,"Verified","Current","debt_consolidation","C"
22871483,20000,20000,"36 months",7.12,"7 years","MORTGAGE",52000,"Source Verified","Current","debt_consolidation","A"
11948571,12000,12000,"36 months",10.99,"9 years","MORTGAGE",47000,"Source Verified","Current","credit_card","B"
14257260,12000,12000,"36 months",12.99,"9 years","MORTGAGE",57000,"Not Verified","Fully Paid","credit_card","B"
55316227,15000,15000,"36 months",15.61,"5 years","MORTGAGE",65280.02,"Verified","Current","credit_card","D"
32698375,35000,35000,"60 months",24.08,"10+ years","MORTGAGE",130000,"Verified","Current","debt_consolidation","F"
51523305,14000,14000,"36 months",17.86,"10+ years","MORTGAGE",52000,"Verified","In Grace Period","home_improvement","D"
8637723,8300,8300,"36 months",13.05,"10+ years","RENT",65000,"Not Verified","Fully Paid","debt_consolidation","B"
48043760,12000,12000,"60 months",20.49,"4 years","MORTGAGE",1e+05,"Verified","Charged Off","debt_consolidation","E"
9108264,6000,6000,"36 months",20.2,"7 years","RENT",40000,"Verified","Current","credit_card","D"
10577770,11200,11200,"60 months",19.52,"6 years","OWN",76000,"Source Verified","Fully Paid","home_improvement","D"
57668611,18000,18000,"36 months",7.89,"10+ years","MORTGAGE",90500,"Not Verified","Current","home_improvement","A"
72838573,16000,16000,"60 months",7.91,"10+ years","MORTGAGE",55000,"Verified","Issued","credit_card","A"
3875232,4600,4600,"36 months",8.39,"5 years","MORTGAGE",36600,"Not Verified","Fully Paid","major_purchase","A"
61515864,5000,5000,"36 months",8.18,"n/a","MORTGAGE",30000,"Verified","Current","home_improvement","B"
49957006,12000,12000,"36 months",17.86,"10+ years","RENT",98000,"Verified","Current","debt_consolidation","D"
51884320,16000,16000,"60 months",15.61,"2 years","MORTGAGE",72000,"Source Verified","Current","debt_consolidation","D"
66512144,10000,10000,"36 months",7.26,"8 years","MORTGAGE",60000,"Not Verified","Current","credit_card","A"
68337965,12800,12800,"60 months",15.41,"10+ years","RENT",40000,"Not Verified","Current","debt_consolidation","D"
3864419,20675,20675,"60 months",17.27,"10+ years","RENT",46000,"Verified","Current","credit_card","C"
65005466,10000,10000,"60 months",17.57,"4 years","RENT",80000,"Source Verified","Current","house","D"
16733059,26250,26250,"60 months",18.92,"10+ years","OWN",68750,"Verified","Current","debt_consolidation","D"
52992165,12225,12225,"36 months",22.99,"7 years","RENT",34000,"Verified","Current","debt_consolidation","F"
18724700,9750,9750,"36 months",13.98,"10+ years","RENT",75000,"Source Verified","Current","debt_consolidation","C"
36204604,15550,15550,"36 months",17.86,"3 years","RENT",52000,"Source Verified","Charged Off","other","D"
6339801,4000,4000,"36 months",11.14,"5 years","RENT",58000,"Source Verified","Fully Paid","credit_card","B"
23563939,12000,12000,"36 months",16.29,"10+ years","MORTGAGE",42000,"Source Verified","Charged Off","debt_consolidation","D"
58831540,12225,12225,"60 months",26.77,"10+ years","RENT",34000,"Verified","Current","debt_consolidation","G"
63524975,10000,10000,"36 months",8.18,"9 years","MORTGAGE",56000,"Source Verified","Current","credit_card","B"
1595534,9000,9000,"36 months",10.74,"4 years","RENT",70000,"Not Verified","Fully Paid","home_improvement","B"
61455151,12000,12000,"60 months",15.61,"1 year","MORTGAGE",45000,"Source Verified","Current","credit_card","D"
40690353,20000,20000,"60 months",14.99,"4 years","MORTGAGE",85000,"Verified","Charged Off","debt_consolidation","C"
72867857,10000,10000,"36 months",9.76,"7 years","OWN",62000,"Verified","Current","debt_consolidation","B"
60939484,12000,12000,"36 months",7.26,"2 years","RENT",2e+05,"Source Verified","Current","credit_card","A"
19937834,28200,28200,"36 months",17.57,"10+ years","OWN",120000,"Verified","Current","debt_consolidation","D"
9638624,3625,3625,"36 months",19.2,"4 years","OWN",35000,"Not Verified","Fully Paid","debt_consolidation","D"
41420269,28550,28550,"60 months",24.5,"10+ years","MORTGAGE",66000,"Verified","Charged Off","credit_card","F"
9646751,8000,8000,"36 months",12.99,"5 years","RENT",35000,"Not Verified","Charged Off","debt_consolidation","B"
37857517,24000,24000,"36 months",9.49,"7 years","MORTGAGE",69534,"Source Verified","Current","debt_consolidation","B"
43447839,15000,15000,"60 months",25.57,"1 year","RENT",47000,"Not Verified","Current","other","F"
64362071,10000,10000,"36 months",12.29,"3 years","RENT",46300,"Source Verified","Current","other","C"
6497398,24000,24000,"60 months",15.61,"10+ years","MORTGAGE",55000,"Source Verified","Charged Off","credit_card","C"
68428514,21000,21000,"60 months",9.99,"4 years","RENT",55000,"Not Verified","Current","debt_consolidation","B"
32287857,10000,10000,"36 months",13.35,"10+ years","OWN",44844.56,"Source Verified","Current","home_improvement","C"
66245634,10000,10000,"60 months",12.29,"3 years","RENT",44983,"Not Verified","Current","debt_consolidation","C"
43344839,30300,30300,"60 months",19.24,"10+ years","RENT",94000,"Verified","Current","credit_card","E"
71846231,25000,25000,"60 months",7.89,"10+ years","MORTGAGE",86000,"Not Verified","Current","debt_consolidation","A"
21829051,10525,10525,"36 months",13.98,"< 1 year","OWN",30000,"Not Verified","Current","debt_consolidation","C"
42353285,24450,24450,"36 months",10.49,"8 years","MORTGAGE",126000,"Verified","Current","debt_consolidation","B"
10027117,16000,16000,"60 months",16.2,"10+ years","MORTGAGE",58000,"Source Verified","Fully Paid","credit_card","C"
37336638,25600,25600,"60 months",25.83,"< 1 year","MORTGAGE",60000,"Source Verified","Fully Paid","debt_consolidation","G"
502764,10000,10000,"36 months",15.05,"10+ years","MORTGAGE",45000,"Verified","Charged Off","debt_consolidation","D"
22310772,20000,20000,"36 months",6.03,"10+ years","MORTGAGE",161000,"Source Verified","Current","debt_consolidation","A"
48522340,4000,4000,"36 months",9.99,"10+ years","RENT",44180,"Not Verified","Charged Off","debt_consolidation","B"
43928031,13500,13500,"36 months",13.33,"9 years","RENT",65000,"Not Verified","Current","debt_consolidation","C"
13698537,6500,6500,"36 months",12.49,"2 years","MORTGAGE",48000,"Source Verified","Fully Paid","major_purchase","B"
51974519,7800,7800,"36 months",6.92,"3 years","RENT",50000,"Not Verified","Current","debt_consolidation","A"
68700592,5400,5400,"36 months",12.59,"4 years","RENT",37986,"Verified","In Grace Period","other","C"
24684564,35000,35000,"60 months",18.99,"6 years","MORTGAGE",182000,"Verified","Current","home_improvement","E"
14339296,21000,21000,"36 months",12.49,"7 years","MORTGAGE",79478,"Source Verified","Fully Paid","credit_card","B"
69605691,9400,9400,"36 months",6.24,"4 years","MORTGAGE",58900,"Not Verified","Current","debt_consolidation","A"
15559593,8000,8000,"36 months",10.99,"7 years","MORTGAGE",40000,"Not Verified","Current","credit_card","B"
51858567,10000,10000,"36 months",12.69,"10+ years","MORTGAGE",60000,"Source Verified","Current","vacation","C"
26408110,22225,22225,"36 months",7.69,"5 years","RENT",80000,"Verified","Current","debt_consolidation","A"
41423362,6800,6800,"36 months",8.67,"< 1 year","RENT",29120,"Source Verified","Current","debt_consolidation","B"
4297049,10000,10000,"36 months",13.11,"10+ years","RENT",45000,"Not Verified","Charged Off","credit_card","B"
7220513,24575,24575,"60 months",16.29,"8 years","RENT",55000,"Verified","Current","credit_card","C"
22330880,13000,13000,"60 months",16.99,"5 years","RENT",160000,"Verified","Current","debt_consolidation","D"
16562193,13625,13625,"36 months",13.98,"1 year","RENT",97000,"Verified","Fully Paid","debt_consolidation","C"
58288987,5600,5600,"36 months",7.26,"5 years","RENT",30000,"Source Verified","Current","credit_card","A"
