School_ID,School_Name,Borough,Building_Code,Street_Address,City,State,Zip_Code,Latitude,Longitude,Phone_Number,Start_Time,End_Time,Student_Enrollment,Percent_White,Percent_Black,Percent_Hispanic,Percent_Asian,Average_Score_SAT_Math,Average_Score_SAT_Reading,Average_Score_SAT_Writing,Percent_Tested
13K527,Urban Assembly Institute of Math and Science for Young Women,Brooklyn,K313,283 Adams Street,Brooklyn,NY,11201,40.69462,-73.98862,718-260-2300,8:30 AM,3:20 PM,470,0.05,0.74,0.15,0.04,397,415,407,0.82
13K483,Urban Assembly School for Law and Justice,Brooklyn,K313,283 Adams Street,Brooklyn,NY,11201,40.69462,-73.98862,718-858-1160,8:40 AM,3:40 PM,448,0.01,0.71,0.22,0.02,446,443,430,0.88
15K519,Cobble Hill School of American Studies,Brooklyn,K804,347 Baltic Street,Brooklyn,NY,11201,40.68458,-73.99109,718-403-9544,8:00 AM,3:00 PM,596,0.04,0.64,0.25,0.05,416,420,402,0.55
13K605,George Westinghouse Career and Technical Education High School,Brooklyn,K580,105 Johnson Street,Brooklyn,NY,11201,40.69494,-73.98604,718-625-6130,8:30 AM,3:30 PM,634,0.02,0.74,0.20,0.03,394,422,400,0.45
13K350,Urban Assembly High School of Music and Art,Brooklyn,K805,49 Flatbush Avenue Extension,Brooklyn,NY,11201,40.69717,-73.98496,718-858-0249,8:30 AM,4:00 PM,387,0.01,0.78,0.21,0.01,372,372,361,0.55
18K629,Cultural Academy for the Arts and Sciences,Brooklyn,K415,5800 Tilden Avenue,Brooklyn,NY,11203,40.64866,-73.9219,718-968-6630,8:00 AM,3:00 PM,353,0.01,0.90,0.09,0.01,382,395,384,0.57
17K745,Brooklyn Institute for Liberal Arts,Brooklyn,K470,600 Kingston Avenue,Brooklyn,NY,11203,40.65952,-73.94255,718-221-1097,8:00 AM,3:00 PM,253,0.00,0.94,0.03,0.02,,,,
18K569,Kurt Hahn Expeditionary Learning School,Brooklyn,K415,5800 Tilden Avenue,Brooklyn,NY,11203,40.64866,-73.9219,718-629-1204,8:30 AM,3:30 PM,341,0.00,0.91,0.07,0.01,378,394,388,0.73
17K531,School for Human Rights,Brooklyn,K470,600 Kingston Avenue,Brooklyn,NY,11203,40.65952,-73.94255,718-771-4793,8:00 AM,3:00 PM,424,0.01,0.91,0.07,0.01,398,411,400,0.61
18K563,It Takes a Village Academy,Brooklyn,K415,5800 Tilden Avenue,Brooklyn,NY,11203,40.64866,-73.9219,718-629-2307,8:15 AM,4:15 PM,566,0.01,0.90,0.06,0.01,364,374,361,0.62
17K546,High School for Public Service: Heroes of Tomorrow,Brooklyn,K470,600 Kingston Avenue,Brooklyn,NY,11203,40.65952,-73.94255,718-756-5325,8:30 AM,3:15 PM,454,0.01,0.76,0.17,0.05,468,454,464,0.95
18K589,Arts and Media Preparatory Academy,Brooklyn,K232,905 Winthrop Street,Brooklyn,NY,11203,40.65846,-73.92903,718-773-3908,8:50 AM,3:40 PM,279,0.01,0.83,0.13,0.01,370,383,374,0.64
17K533,School for Democracy and Leadership,Brooklyn,K470,600 Kingston Avenue,Brooklyn,NY,11203,40.65952,-73.94255,718-771-4865,8:00 AM,2:50 PM,319,0.02,0.88,0.07,0.01,386,385,390,0.54
20K609,Urban Assembly School for Criminal Justice,Brooklyn,K223,4200 16th Avenue,Brooklyn,NY,11204,40.63491,-73.98152,718-438-3893,8:45 AM,3:45 PM,496,0.15,0.18,0.20,0.47,428,413,417,0.84
20K505,Franklin Delano Roosevelt High School,Brooklyn,K505,5800 20th Avenue,Brooklyn,NY,11204,40.62026,-73.98201,718-621-8800,9:30 AM,4:15 PM,3220,0.19,0.12,0.29,0.40,504,411,407,0.54
13K412,"Brooklyn Community High School of Communication, Arts, and Media",Brooklyn,K117,300 Willoughby Avenue,Brooklyn,NY,11205,40.69258,-73.95887,718-230-5748,8:30 AM,3:20 PM,404,0.01,0.79,0.18,0.01,358,386,380,0.52
13K265,Dr. Susan S. McKinney Secondary School of the Arts,Brooklyn,K265,101 Park Avenue,Brooklyn,NY,11205,40.69634,-73.97577,718-834-6760,8:00 AM,3:15 PM,421,0.01,0.73,0.23,0.01,332,346,350,0.55
13K670,Benjamin Banneker Academy,Brooklyn,K914,71-77 Clinton Avenue,Brooklyn,NY,11205,40.69566,-73.96929,718-797-3702,8:00 AM,3:00 PM,916,0.01,0.86,0.09,0.03,479,484,472,0.86
14K071,Juan Morel Campos Secondary School,Brooklyn,K071,215 Heyward Street,Brooklyn,NY,11206,40.70358,-73.95324,718-302-7900,8:00 AM,2:15 PM,692,0.03,0.14,0.83,0.00,366,356,353,0.56
14K449,Brooklyn Latin School,Brooklyn,K049,223 Graham Avenue,Brooklyn,NY,11206,40.7099,-73.94366,718-366-0154,8:00 AM,2:30 PM,676,0.14,0.19,0.15,0.36,625,588,591,0.98
14K322,Foundations Academy,Brooklyn,K033,70 Tompkins Avenue,Brooklyn,NY,11206,40.69706,-73.94668,718-302-5092,8:30 AM,3:30 PM,113,0.00,0.67,0.29,0.02,,,,0.19
14K614,Young Women's Leadership School of Brooklyn,Brooklyn,K147,325 Bushwick Avenue,Brooklyn,NY,11206,40.7056,-73.93948,718-387-5641,7:30 AM,2:45 PM,380,0.01,0.64,0.28,0.03,,,,0.00
14K454,Green School: An Academy for Environmental Careers,Brooklyn,K049,223 Graham Avenue,Brooklyn,NY,11206,40.7099,-73.94366,718-599-1207,8:00 AM,3:30 PM,276,0.01,0.38,0.59,0.01,384,398,399,0.41
14K586,Lyons Community School,Brooklyn,K049,223 Graham Avenue,Brooklyn,NY,11206,40.7099,-73.94366,718-782-0918,8:40 AM,3:30 PM,520,0.02,0.40,0.56,0.02,374,376,357,0.56
19K510,World Academy for Total Community Health High School,Brooklyn,K435,400 Pennsylvania Avenue,Brooklyn,NY,11207,40.66755,-73.8948,718-922-0650,8:05 AM,2:20 PM,284,0.01,0.76,0.19,0.03,380,389,384,0.41
19K502,FDNY High School for Fire and Life Safety,Brooklyn,K435,400 Pennsylvania Avenue,Brooklyn,NY,11207,40.66755,-73.8948,718-922-0389,8:00 AM,3:00 PM,324,0.02,0.72,0.24,0.01,365,369,357,0.48
19K660,W. H. Maxwell Career and Technical Education High School,Brooklyn,K660,145 Pennsylvania Avenue,Brooklyn,NY,11207,40.67422,-73.89645,718-345-9100,8:00 AM,3:07 PM,506,0.01,0.70,0.28,0.01,326,333,350,0.39
19K504,High School for Civil Rights,Brooklyn,K435,400 Pennsylvania Avenue,Brooklyn,NY,11207,40.66755,-73.8948,718-922-6289,8:00 AM,3:15 PM,319,0.02,0.74,0.23,0.00,391,373,376,0.26
19K507,Performing Arts and Technology High School,Brooklyn,K435,400 Pennsylvania Avenue,Brooklyn,NY,11207,40.66755,-73.8948,718-922-0762,8:05 AM,3:00 PM,406,0.01,0.81,0.18,0.00,375,393,394,0.40
19K409,East New York Family Academy,Brooklyn,K819,2057 Linden Boulevard,Brooklyn,NY,11207,40.66064,-73.88634,718-927-0012,8:00 AM,3:00 PM,479,0.00,0.68,0.30,0.02,464,451,421,0.67
19K639,Brooklyn Lab School,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69114,-73.86843,718-235-3592,8:22 AM,3:11 PM,334,0.01,0.36,0.57,0.05,383,376,370,0.47
19K583,Multicultural High School,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69114,-73.86843,718-827-2796,8:15 AM,3:15 PM,229,0.00,0.00,1.00,0.00,319,323,284,0.29
19K683,"School for Classics: An Academy of Thinkers, Writers, and Performers",Brooklyn,K218,370 Fountain Avenue,Brooklyn,NY,11208,40.67068,-73.87422,718-277-1069,8:00 AM,3:00 PM,308,0.04,0.61,0.26,0.08,387,391,383,0.53
19K764,Urban Assembly School for Collaborative Healthcare,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69114,-73.86843,347-470-2511,8:15 AM,3:15 PM,62,0.05,0.40,0.32,0.11,,,,
19K422,Spring Creek Community School,Brooklyn,K422,1065 Elton Street,Brooklyn,NY,11208,40.65752,-73.87478,718-688-7200,,,,,,,,,,,
19K615,Transit Tech Career and Technical Education High School,Brooklyn,K615,1 Wells Street,Brooklyn,NY,11208,40.67823,-73.87597,718-647-5204,8:30 AM,2:45 PM,1093,0.01,0.64,0.27,0.06,387,387,384,0.37
19K659,Cypress Hills Collegiate Preparatory School,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69114,-73.86843,718-647-1672,8:10 AM,3:00 PM,330,0.03,0.20,0.71,0.05,365,370,362,0.54
19K404,Academy for Young Writers,Brooklyn,K422,1065 Elton Street,Brooklyn,NY,11208,40.65752,-73.87478,718-688-7230,9:05 AM,3:30 PM,547,0.01,0.73,0.22,0.02,382,413,391,0.81
19K618,Academy of Innovative Technology,Brooklyn,K420,999 Jamaica Avenue,Brooklyn,NY,11208,40.69114,-73.86843,718-827-2469,7:45 AM,2:30 PM,413,0.01,0.46,0.46,0.05,395,376,359,0.57
20K490,Fort Hamilton High School,Brooklyn,K490,8301 Shore Road,Brooklyn,NY,11209,40.62791,-74.03995,718-748-1537,9:00 AM,3:45 PM,4372,0.34,0.05,0.29,0.30,513,456,451,0.69
22K405,Midwood High School,Brooklyn,K405,2839 Bedford Avenue,Brooklyn,NY,11210,40.63334,-73.95292,718-724-8500,8:45 AM,3:30 PM,3787,0.23,0.30,0.13,0.34,550,514,516,0.86
14K474,PROGRESS High School for Professional Careers,Brooklyn,K450,850 Grand Street,Brooklyn,NY,11211,40.71196,-73.94043,718-387-0228,8:00 AM,2:45 PM,1098,0.01,0.35,0.63,0.01,380,377,384,0.45
14K478,"High School for Enterprise, Business, and Technology",Brooklyn,K450,850 Grand Street,Brooklyn,NY,11211,40.71196,-73.94043,718-387-2800,7:45 AM,3:45 PM,1001,0.03,0.36,0.57,0.04,463,446,425,0.55
14K488,Brooklyn Preparatory High School,Brooklyn,K650,257 North 6th Street,Brooklyn,NY,11211,40.71504,-73.95465,718-486-2550,8:20 AM,3:10 PM,494,0.02,0.55,0.40,0.02,391,406,391,0.75
14K685,El Puente Academy for Peace and Justice,Brooklyn,K778,250 Hooper Street,Brooklyn,NY,11211,40.70577,-73.95573,718-387-1125,9:00 AM,3:30 PM,245,0.01,0.12,0.85,0.00,344,380,379,0.63
14K477,School for Legal Studies,Brooklyn,K450,850 Grand Street,Brooklyn,NY,11211,40.71196,-73.94043,718-387-2800,8:00 AM,3:30 PM,598,0.01,0.46,0.50,0.01,393,390,394,0.35
14K561,Williamsburg Preparatory School,Brooklyn,K650,257 North 6th Street,Brooklyn,NY,11211,40.71504,-73.95465,718-302-2306,8:15 AM,3:15 PM,682,0.10,0.16,0.70,0.03,443,440,430,0.88
14K558,Williamsburg High School for Architecture and Design,Brooklyn,K650,257 North 6th Street,Brooklyn,NY,11211,40.71504,-73.95465,718-388-1260,8:15 AM,3:15 PM,595,0.04,0.32,0.60,0.02,415,424,407,0.60
23K514,Frederick Douglass Academy VII High School,Brooklyn,K175,226 Bristol Street,Brooklyn,NY,11212,40.66581,-73.9117,718-485-3789,9:07 AM,3:27 PM,319,0.00,0.88,0.11,0.00,400,407,394,0.65
23K697,Teachers Preparatory High School,Brooklyn,K175,226 Bristol Street,Brooklyn,NY,11212,40.66581,-73.9117,718-498-2605,8:20 AM,2:40 PM,390,0.01,0.83,0.16,0.00,394,399,412,0.57
17K122,Pathways in Technology Early College High School,Brooklyn,K625,150 Albany Avenue,Brooklyn,NY,11213,40.6754,-73.93888,718-221-1593,8:15 AM,4:30 PM,438,0.01,0.86,0.09,0.03,446,442,410,0.69
17K751,Academy for Health Careers,Brooklyn,K625,150 Albany Avenue,Brooklyn,NY,11213,40.6754,-73.93888,718-773-0128,8:30 AM,2:45 PM,373,0.01,0.86,0.09,0.02,406,405,396,0.48
16K455,Boys and Girls High School,Brooklyn,K455,1700 Fulton Street,Brooklyn,NY,11213,40.67943,-73.93243,718-467-1700,8:15 AM,3:15 PM,648,0.02,0.87,0.09,0.01,399,392,394,0.36
16K765,Nelson Mandela School for Social Justice,Brooklyn,K455,1700 Fulton Street,Brooklyn,NY,11213,40.67943,-73.93243,718-935-3604,8:30 AM,4:00 PM,124,0.02,0.86,0.11,0.00,,,,
21K348,High School of Sports Management,Brooklyn,K400,2630 Benson Avenue,Brooklyn,NY,11214,40.59359,-73.98473,718-333-7650,7:45 AM,3:45 PM,290,0.06,0.72,0.17,0.04,367,374,361,0.56
21K690,Brooklyn Studio Secondary School,Brooklyn,K721,8310 21st Avenue,Brooklyn,NY,11214,40.60488,-73.99442,718-266-5032,8:00 AM,2:30 PM,901,0.53,0.05,0.25,0.16,458,434,434,0.68
21K337,International High School at Lafayette,Brooklyn,K400,2630 Benson Avenue,Brooklyn,NY,11214,40.59359,-73.98473,718-333-7860,9:15 AM,4:00 PM,358,0.26,0.09,0.24,0.41,424,343,337,0.84
21K572,Expeditionary Learning School for Community Leaders,Brooklyn,K400,2630 Benson Avenue,Brooklyn,NY,11214,40.59359,-73.98473,718-333-7700,8:25 AM,3:15 PM,271,0.23,0.17,0.42,0.16,420,396,396,0.75
20K445,New Utrecht High School,Brooklyn,K445,1601 80th Street,Brooklyn,NY,11214,40.61342,-74.00365,718-232-2500,8:00 AM,3:00 PM,3480,0.28,0.04,0.29,0.39,488,422,417,0.63
21K559,Life Academy High School for Film and Music,Brooklyn,K400,2630 Benson Avenue,Brooklyn,NY,11214,40.59359,-73.98473,718-333-7750,8:15 AM,3:00 PM,271,0.14,0.52,0.27,0.07,369,379,378,0.70
21K468,Kingsborough Early College School,Brooklyn,K400,2630 Benson Avenue,Brooklyn,NY,11214,40.59359,-73.98473,718-333-7850,8:00 AM,2:20 PM,564,0.43,0.26,0.24,0.07,474,462,449,0.66
15K463,Secondary School for Journalism,Brooklyn,K460,237 7th Avenue,Brooklyn,NY,11215,40.6696,-73.97926,718-832-4201,8:25 AM,3:12 PM,285,0.06,0.47,0.38,0.07,408,435,415,0.59
15K684,Millennium Brooklyn High School,Brooklyn,K460,237 7th Avenue,Brooklyn,NY,11215,40.6696,-73.97926,718-832-4333,8:00 AM,2:30 PM,566,0.31,0.26,0.27,0.10,553,551,539,0.80
15K464,Park Slope Collegiate,Brooklyn,K460,237 7th Avenue,Brooklyn,NY,11215,40.6696,-73.97926,718-832-4300,8:15 AM,3:15 PM,423,0.04,0.46,0.37,0.08,405,377,395,0.60
15K462,Secondary School for Law,Brooklyn,K460,237 7th Avenue,Brooklyn,NY,11215,40.6696,-73.97926,718-832-4250,8:25 AM,3:12 PM,351,0.03,0.66,0.26,0.02,420,424,414,0.75
13K595,Bedford Academy High School,Brooklyn,K994,1119 Bedford Avenue,Brooklyn,NY,11216,40.68538,-73.95427,718-398-3061,8:00 AM,4:15 PM,364,0.01,0.85,0.08,0.03,505,464,456,0.96
15K592,Khalil Gibran International Academy,Brooklyn,K806,362 Schermerhorn Street,Brooklyn,NY,11217,40.68674,-73.98023,718-237-2502,8:00 AM,3:00 PM,174,0.28,0.48,0.06,0.16,,,,
15K656,Brooklyn High School of the Arts,Brooklyn,K655,345 Dean Street,Brooklyn,NY,11217,40.68365,-73.98047,718-855-2412,8:15 AM,3:00 PM,870,0.02,0.70,0.23,0.02,439,441,436,0.81
13K430,Brooklyn Technical High School,Brooklyn,K430,29 Ft Greene Place,Brooklyn,NY,11217,40.68811,-73.97675,718-804-6400,8:45 AM,3:15 PM,5447,0.21,0.08,0.08,0.61,682,608,606,0.96
22K555,Brooklyn College Academy,Brooklyn,K917,350 Coney Island Avenue,Brooklyn,NY,11218,40.6492,-73.97169,718-853-6184,8:00 AM,3:00 PM,605,0.05,0.72,0.09,0.08,502,495,493,0.98
20K485,High School of Telecommunication Arts and Technology,Brooklyn,K485,350 67th Street,Brooklyn,NY,11220,40.63725,-74.02382,718-759-3400,8:00 AM,3:00 PM,1329,0.16,0.08,0.57,0.18,475,440,445,0.82
32K545,EBC High School for Public Service in Bushwick,Brooklyn,K913,1155 Dekalb Avenue,Brooklyn,NY,11221,40.69448,-73.92915,718-452-3440,8:00 AM,3:45 PM,514,0.00,0.08,0.91,0.00,389,374,378,0.50
16K498,Brooklyn High School for Law and Technology,Brooklyn,K987,1396 Broadway,Brooklyn,NY,11221,40.68893,-73.92108,718-919-1256,8:00 AM,3:00 PM,596,0.01,0.71,0.24,0.03,395,401,383,0.63
16K688,Brooklyn Academy of Global Finance,Brooklyn,K057,125 Stuyvesant Avenue,Brooklyn,NY,11221,40.69154,-73.93373,718-574-3126,8:15 AM,3:12 PM,152,0.02,0.72,0.20,0.06,395,382,391,0.46
16K393,Frederick Douglass Academy IV Secondary School,Brooklyn,K026,1014 Lafayette Avenue,Brooklyn,NY,11221,40.69213,-73.9315,718-574-2820,8:00 AM,2:20 PM,92,0.01,0.83,0.14,0.01,,,,0.43
32K556,Bushwick Leaders High School for Academic Excellence,Brooklyn,K865,797 Bushwick Avenue,Brooklyn,NY,11221,40.695,-73.92799,718-919-4212,8:15 AM,4:45 PM,317,0.00,0.17,0.81,0.01,393,368,382,0.47
14K610,Automotive High School,Brooklyn,K610,50 Bedford Avenue,Brooklyn,NY,11222,40.72264,-73.95258,718-218-9301,8:45 AM,3:50 PM,383,0.03,0.56,0.38,0.02,367,381,328,0.32
14K632,Frances Perkins Academy,Brooklyn,K610,50 Bedford Avenue,Brooklyn,NY,11222,40.72264,-73.95258,718-388-7721,8:00 AM,3:00 PM,142,0.02,0.63,0.32,0.01,399,413,400,0.46
21K540,John Dewey High School,Brooklyn,K540,50 Avenue X,Brooklyn,NY,11223,40.58924,-73.98175,718-373-6400,8:13 AM,3:05 PM,2006,0.14,0.29,0.21,0.36,512,418,396,0.63
21K344,Rachel Carson High School for Coastal Studies,Brooklyn,K303,521 West Avenue,Brooklyn,NY,11224,40.58212,-73.97289,718-265-0329,8:00 AM,3:15 PM,560,0.44,0.23,0.22,0.10,436,430,421,0.68
17K548,Brooklyn School for Music and Theatre,Brooklyn,K440,883 Classon Avenue,Brooklyn,NY,11225,40.6703,-73.96165,718-230-6250,8:10 AM,3:00 PM,386,0.01,0.83,0.16,0.01,382,393,377,0.72
17K547,Brooklyn Academy of Science and the Environment,Brooklyn,K440,883 Classon Avenue,Brooklyn,NY,11225,40.6703,-73.96165,718-230-6363,8:30 AM,4:15 PM,453,0.01,0.80,0.13,0.05,419,411,416,0.59
17K590,Medgar Evers College Preparatory School,Brooklyn,K590,1186 Carroll Street,Brooklyn,NY,11225,40.66716,-73.95086,718-703-5400,7:15 AM,3:15 PM,1271,0.01,0.91,0.03,0.03,525,500,481,0.89
17K600,Clara Barton High School,Brooklyn,K600,901 Classon Avenue,Brooklyn,NY,11225,40.67027,-73.96165,718-636-4900,8:15 AM,3:30 PM,1499,0.01,0.90,0.06,0.02,408,424,407,0.55
17K524,International High School at Prospect Heights,Brooklyn,K440,883 Classon Avenue,Brooklyn,NY,11225,40.6703,-73.96165,718-230-6333,8:30 AM,3:15 PM,414,0.13,0.29,0.39,0.18,344,302,300,0.82
17K528,High School for Global Citizenship,Brooklyn,K440,883 Classon Avenue,Brooklyn,NY,11225,40.6703,-73.96165,718-230-6300,8:00 AM,3:00 PM,246,0.03,0.82,0.13,0.02,377,386,375,0.62
17K543,"Science, Technology, and Research Early College High School at Erasmus",Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2540,8:00 AM,2:45 PM,516,0.01,0.87,0.06,0.04,496,491,484,0.92
17K382,Academy for College Preparation and Career Exploration (College Board),Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2566,8:00 AM,3:30 PM,505,0.01,0.85,0.12,0.02,386,397,393,0.57
17K537,High School for Youth and Community Development at Erasmus,Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2470,8:00 AM,3:00 PM,384,0.02,0.85,0.09,0.02,360,382,359,0.63
17K539,High School for Service and Learning at Erasmus,Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2551,8:00 AM,3:40 PM,445,0.02,0.83,0.11,0.03,377,382,356,0.46
17K408,Academy of Hospitality and Tourism,Brooklyn,K465,911 Flatbush Avenue,Brooklyn,NY,11226,40.64944,-73.95843,718-564-2580,8:00 AM,2:45 PM,285,0.01,0.85,0.10,0.04,374,385,375,0.62
22K425,James Madison High School,Brooklyn,K425,3787 Bedford Avenue,Brooklyn,NY,11229,40.60976,-73.94845,718-758-7200,8:10 AM,2:48 PM,3088,0.44,0.17,0.17,0.21,492,450,444,0.69
21K525,Edward R. Murrow High School,Brooklyn,K525,1600 Avenue L,Brooklyn,NY,11230,40.6205,-73.95923,718-258-9283,8:05 AM,2:45 PM,3968,0.27,0.23,0.22,0.27,500,479,472,0.75
15K448,Brooklyn Secondary School for Collaborative Studies,Brooklyn,K142,610 Henry Street,Brooklyn,NY,11231,40.67986,-74.00148,718-923-4700,8:30 AM,2:50 PM,685,0.09,0.39,0.45,0.06,401,411,404,0.84
15K667,Sunset Park High School,Brooklyn,K564,153 35th Street,Brooklyn,NY,11232,40.65595,-74.0055,718-840-1900,8:45 AM,3:30 PM,1333,0.07,0.09,0.77,0.07,398,380,381,0.62
23K493,Brooklyn Collegiate (College Board),Brooklyn,K055,2021 Bergen Street,Brooklyn,NY,11233,40.67414,-73.91349,718-922-1145,8:30 AM,2:45 PM,353,0.00,0.88,0.10,0.01,394,395,399,0.64
16K594,Gotham Professional Arts Academy,Brooklyn,K040,265 Ralph Avenue,Brooklyn,NY,11233,40.68046,-73.9222,718-455-0746,8:45 AM,3:15 PM,226,0.01,0.82,0.15,0.01,377,396,386,0.51
23K644,Eagle Academy for Young Men II,Brooklyn,K271,1137 Herkimer Street,Brooklyn,NY,11233,40.67783,-73.91582,718-495-0863,8:45 AM,3:00 PM,576,0.02,0.85,0.12,0.00,,,,0.00
22K535,Leon M. Goldstein High School for the Sciences,Brooklyn,K535,1830 Shore Boulevard,Brooklyn,NY,11235,40.58085,-73.93609,718-368-8500,8:15 AM,2:30 PM,1081,0.59,0.10,0.11,0.19,563,534,543,0.94
21K410,Abraham Lincoln High School,Brooklyn,K410,2800 Ocean Parkway,Brooklyn,NY,11235,40.58231,-73.96747,718-333-7400,7:28 AM,3:10 PM,2341,0.20,0.40,0.24,0.15,441,422,422,0.55
22K611,Origins High School,Brooklyn,K495,3000 Avenue X,Brooklyn,NY,11235,40.59419,-73.93684,718-891-0037,8:45 AM,4:00 PM,213,0.23,0.42,0.22,0.13,,,,
21K620,William E. Grady Career and Technical Education High School,Brooklyn,K620,25 Brighton 4th Road,Brooklyn,NY,11235,40.58255,-73.96372,718-332-5000,8:00 AM,3:30 PM,613,0.06,0.69,0.18,0.05,416,423,387,0.31
18K642,Urban Action Academy,Brooklyn,K500,1600 Rockaway Parkway,Brooklyn,NY,11236,40.64184,-73.89869,718-290-8720,8:10 AM,3:20 PM,309,0.04,0.79,0.12,0.03,362,396,393,0.45
18K566,Brooklyn Generation School,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.63263,-73.9178,718-968-4200,8:30 AM,3:20 PM,286,0.01,0.85,0.09,0.02,392,406,403,0.50
18K633,High School for Medical Professions,Brooklyn,K500,1600 Rockaway Parkway,Brooklyn,NY,11236,40.64184,-73.89869,718-290-8700,8:00 AM,3:00 PM,432,0.00,0.82,0.13,0.03,404,427,424,0.60
18K617,High School for Innovation in Advertising and Media,Brooklyn,K500,1600 Rockaway Parkway,Brooklyn,NY,11236,40.64184,-73.89869,718-290-8760,8:00 AM,3:15 PM,303,0.03,0.86,0.10,0.01,390,410,397,0.59
18K576,Victory Collegiate High School,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.63263,-73.9178,718-968-1530,8:30 AM,3:30 PM,331,0.01,0.89,0.06,0.01,386,408,402,0.73
18K567,Brooklyn Theatre Arts High School,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.63263,-73.9178,718-968-1072,8:30 AM,3:23 PM,395,0.02,0.82,0.13,0.01,379,393,373,0.69
18K637,Academy for Conservation and the Environment,Brooklyn,K515,6565 Flatlands Avenue,Brooklyn,NY,11236,40.63263,-73.9178,718-968-4101,8:33 AM,3:19 PM,308,0.01,0.86,0.10,0.02,381,397,390,0.51
32K554,All City Leadership Secondary School,Brooklyn,K554,321 Palmetto Street,Brooklyn,NY,11237,40.69741,-73.91315,718-246-6500,7:45 AM,2:30 PM,358,0.02,0.15,0.77,0.06,467,446,448,0.85
32K168,Brooklyn School for Math and Research,Brooklyn,K480,400 Irving Avenue,Brooklyn,NY,11237,40.69696,-73.91082,718-381-7100,8:15 AM,3:45 PM,247,0.05,0.54,0.38,0.02,,,,0.00
32K549,Bushwick School for Social Justice,Brooklyn,K480,400 Irving Avenue,Brooklyn,NY,11237,40.69696,-73.91082,718-381-7100,8:15 AM,3:00 PM,405,0.03,0.21,0.76,0.01,365,357,357,0.50
32K403,Academy for Environmental Leadership,Brooklyn,K480,400 Irving Avenue,Brooklyn,NY,11237,40.69696,-73.91082,718-381-7100,8:00 AM,3:00 PM,340,0.02,0.19,0.77,0.02,365,366,348,0.71
32K552,Academy of Urban Planning,Brooklyn,K480,400 Irving Avenue,Brooklyn,NY,11237,40.69696,-73.91082,718-381-7100,8:15 AM,3:45 PM,279,0.01,0.23,0.74,0.01,392,374,379,0.42
13K499,ACORN Community High School,Brooklyn,K909,561 Grand Avenue,Brooklyn,NY,11238,40.67851,-73.96207,718-789-2258,8:15 AM,3:15 PM,504,0.02,0.84,0.13,0.01,379,395,385,0.61
25Q460,Flushing High School,Queens,Q460,35-01 Union Street,Flushing,NY,11354,40.76524,-73.82786,718-888-7500,8:51 AM,3:37 PM,2186,0.04,0.24,0.51,0.20,444,407,405,0.46
25Q241,Queens High School for Language Studies,Queens,Q460,35-01 Union Street,Flushing,NY,11354,40.76524,-73.82786,718-888-7530,8:00 AM,3:37 PM,205,0.02,0.10,0.24,0.61,,,,
25Q240,Veritas Academy,Queens,Q460,35-01 Union Street,Flushing,NY,11354,40.76524,-73.82786,718-888-7520,7:50 AM,2:40 PM,275,0.13,0.14,0.52,0.20,,,,
25Q281,East-West School of International Studies,Queens,Q237,46-21 Colden Street,Flushing,NY,11355,40.7493,-73.82181,718-353-0009,7:50 AM,3:00 PM,666,0.05,0.15,0.18,0.61,521,457,451,0.89
25Q263,Flushing International High School,Queens,Q189,144-80 Barclay Avenue,Flushing,NY,11355,40.76041,-73.81838,718-463-2348,8:40 AM,3:30 PM,437,0.03,0.03,0.38,0.56,481,323,323,0.68
25Q285,World Journalism Preparatory (College Board),Queens,Q025,34-65 192nd Street,Flushing,NY,11358,40.76512,-73.79006,718-461-2219,8:00 AM,3:00 PM,610,0.50,0.09,0.23,0.16,484,491,487,0.89
26Q495,Bayside High School,Queens,Q405,32-24 Corporal Kennedy Street,Bayside,NY,11361,40.77187,-73.78039,718-229-7600,8:00 AM,3:30 PM,3336,0.18,0.13,0.28,0.40,523,479,485,0.77
26Q415,Benjamin N. Cardozo High School,Queens,Q415,57-00 223rd Street,Oakland Gardens,NY,11364,40.75239,-73.75608,718-279-6500,9:00 AM,4:00 PM,3505,0.15,0.20,0.19,0.44,563,505,510,0.76
26Q430,Francis Lewis High School,Queens,Q430,58-20 Utopia Parkway,Fresh Meadows,NY,11365,40.74056,-73.79285,718-281-8200,8:30 AM,3:15 PM,4172,0.15,0.07,0.23,0.54,562,483,485,0.81
25Q252,Queens School of Inquiry,Queens,Q168,158-40 76th Road,Fresh Meadows,NY,11366,40.72452,-73.80943,718-380-6929,8:38 AM,2:57 PM,557,0.19,0.20,0.22,0.36,516,493,486,0.88
